subject,category,question,options,correct,difficulty,source,id
General Knowledge,Quick Facts,Quick fact question 24: What is 24 + 24?,"['46', '48', '50', '72']",1,Easy,Auto-generated,Q_0929
General Knowledge,Quick Facts,Quick fact question 25: What is 25 + 25?,"['48', '50', '52', '75']",1,Easy,Auto-generated,Q_0930
General Knowledge,Quick Facts,Quick fact question 26: What is 26 + 26?,"['50', '52', '54', '78']",1,Easy,Auto-generated,Q_0931
General Knowledge,Quick Facts,Quick fact question 27: What is 27 + 27?,"['52', '54', '56', '81']",1,Easy,Auto-generated,Q_0932
General Knowledge,Quick Facts,Quick fact question 28: What is 28 + 28?,"['54', '56', '58', '84']",1,Easy,Auto-generated,Q_0933
General Knowledge,Quick Facts,Quick fact question 29: What is 29 + 29?,"['56', '58', '60', '87']",1,Easy,Auto-generated,Q_0934
General Knowledge,Quick Facts,Quick fact question 30: What is 30 + 30?,"['58', '60', '62', '90']",1,Easy,Auto-generated,Q_0935
General Knowledge,Quick Facts,Quick fact question 31: What is 31 + 31?,"['60', '62', '64', '93']",1,Easy,Auto-generated,Q_0936
General Knowledge,Quick Facts,Quick fact question 32: What is 32 + 32?,"['62', '64', '66', '96']",1,Easy,Auto-generated,Q_0937
General Knowledge,Quick Facts,Quick fact question 33: What is 33 + 33?,"['64', '66', '68', '99']",1,Easy,Auto-generated,Q_0938
General Knowledge,Quick Facts,Quick fact question 34: What is 34 + 34?,"['66', '68', '70', '102']",1,Easy,Auto-generated,Q_0939
General Knowledge,Quick Facts,Quick fact question 35: What is 35 + 35?,"['68', '70', '72', '105']",1,Easy,Auto-generated,Q_0940
General Knowledge,Quick Facts,Quick fact question 36: What is 36 + 36?,"['70', '72', '74', '108']",1,Easy,Auto-generated,Q_0941
General Knowledge,Quick Facts,Quick fact question 37: What is 37 + 37?,"['72', '74', '76', '111']",1,Easy,Auto-generated,Q_0942
General Knowledge,Quick Facts,Quick fact question 38: What is 38 + 38?,"['74', '76', '78', '114']",1,Easy,Auto-generated,Q_0943
General Knowledge,Quick Facts,Quick fact question 39: What is 39 + 39?,"['76', '78', '80', '117']",1,Easy,Auto-generated,Q_0944
General Knowledge,Quick Facts,Quick fact question 40: What is 40 + 40?,"['78', '80', '82', '120']",1,Easy,Auto-generated,Q_0945
General Knowledge,Quick Facts,Quick fact question 41: What is 41 + 41?,"['80', '82', '84', '123']",1,Easy,Auto-generated,Q_0946
General Knowledge,Quick Facts,Quick fact question 42: What is 42 + 42?,"['82', '84', '86', '126']",1,Easy,Auto-generated,Q_0947
General Knowledge,Quick Facts,Quick fact question 43: What is 43 + 43?,"['84', '86', '88', '129']",1,Easy,Auto-generated,Q_0948
General Knowledge,Quick Facts,Quick fact question 44: What is 44 + 44?,"['86', '88', '90', '132']",1,Easy,Auto-generated,Q_0949
General Knowledge,Quick Facts,Quick fact question 45: What is 45 + 45?,"['88', '90', '92', '135']",1,Easy,Auto-generated,Q_0950
General Knowledge,Quick Facts,Quick fact question 46: What is 46 + 46?,"['90', '92', '94', '138']",1,Easy,Auto-generated,Q_0951
General Knowledge,Quick Facts,Quick fact question 47: What is 47 + 47?,"['92', '94', '96', '141']",1,Easy,Auto-generated,Q_0952
General Knowledge,Quick Facts,Quick fact question 48: What is 48 + 48?,"['94', '96', '98', '144']",1,Easy,Auto-generated,Q_0953
General Knowledge,Quick Facts,Quick fact question 49: What is 49 + 49?,"['96', '98', '100', '147']",1,Easy,Auto-generated,Q_0954
General Knowledge,Quick Facts,Quick fact question 50: What is 50 + 50?,"['98', '100', '102', '150']",1,Easy,Auto-generated,Q_0955
General Knowledge,Quick Facts,Quick fact question 51: What is 51 + 51?,"['100', '102', '104', '153']",1,Easy,Auto-generated,Q_0956
General Knowledge,Quick Facts,Quick fact question 52: What is 52 + 52?,"['102', '104', '106', '156']",1,Easy,Auto-generated,Q_0957
General Knowledge,Quick Facts,Quick fact question 53: What is 53 + 53?,"['104', '106', '108', '159']",1,Easy,Auto-generated,Q_0958
General Knowledge,Quick Facts,Quick fact question 54: What is 54 + 54?,"['106', '108', '110', '162']",1,Easy,Auto-generated,Q_0959
General Knowledge,Quick Facts,Quick fact question 55: What is 55 + 55?,"['108', '110', '112', '165']",1,Easy,Auto-generated,Q_0960
General Knowledge,Quick Facts,Quick fact question 56: What is 56 + 56?,"['110', '112', '114', '168']",1,Easy,Auto-generated,Q_0961
General Knowledge,Quick Facts,Quick fact question 57: What is 57 + 57?,"['112', '114', '116', '171']",1,Easy,Auto-generated,Q_0962
General Knowledge,Quick Facts,Quick fact question 58: What is 58 + 58?,"['114', '116', '118', '174']",1,Easy,Auto-generated,Q_0963
General Knowledge,Quick Facts,Quick fact question 59: What is 59 + 59?,"['116', '118', '120', '177']",1,Easy,Auto-generated,Q_0964
General Knowledge,Quick Facts,Quick fact question 60: What is 60 + 60?,"['118', '120', '122', '180']",1,Easy,Auto-generated,Q_0965
General Knowledge,Quick Facts,Quick fact question 61: What is 61 + 61?,"['120', '122', '124', '183']",1,Easy,Auto-generated,Q_0966
General Knowledge,Quick Facts,Quick fact question 62: What is 62 + 62?,"['122', '124', '126', '186']",1,Easy,Auto-generated,Q_0967
General Knowledge,Quick Facts,Quick fact question 63: What is 63 + 63?,"['124', '126', '128', '189']",1,Easy,Auto-generated,Q_0968
General Knowledge,Quick Facts,Quick fact question 64: What is 64 + 64?,"['126', '128', '130', '192']",1,Easy,Auto-generated,Q_0969
General Knowledge,Quick Facts,Quick fact question 65: What is 65 + 65?,"['128', '130', '132', '195']",1,Easy,Auto-generated,Q_0970
General Knowledge,Quick Facts,Quick fact question 66: What is 66 + 66?,"['130', '132', '134', '198']",1,Easy,Auto-generated,Q_0971
General Knowledge,Quick Facts,Quick fact question 67: What is 67 + 67?,"['132', '134', '136', '201']",1,Easy,Auto-generated,Q_0972
General Knowledge,Quick Facts,Quick fact question 68: What is 68 + 68?,"['134', '136', '138', '204']",1,Easy,Auto-generated,Q_0973
General Knowledge,Quick Facts,Quick fact question 69: What is 69 + 69?,"['136', '138', '140', '207']",1,Easy,Auto-generated,Q_0974
General Knowledge,Quick Facts,Quick fact question 70: What is 70 + 70?,"['138', '140', '142', '210']",1,Easy,Auto-generated,Q_0975
General Knowledge,Quick Facts,Quick fact question 71: What is 71 + 71?,"['140', '142', '144', '213']",1,Easy,Auto-generated,Q_0976
General Knowledge,Quick Facts,Quick fact question 72: What is 72 + 72?,"['142', '144', '146', '216']",1,Easy,Auto-generated,Q_0977
General Knowledge,Quick Facts,Quick fact question 73: What is 73 + 73?,"['144', '146', '148', '219']",1,Easy,Auto-generated,Q_0978
General Knowledge,Quick Facts,Quick fact question 74: What is 74 + 74?,"['146', '148', '150', '222']",1,Easy,Auto-generated,Q_0979
General Knowledge,Quick Facts,Quick fact question 75: What is 75 + 75?,"['148', '150', '152', '225']",1,Easy,Auto-generated,Q_0980
General Knowledge,Quick Facts,Quick fact question 76: What is 76 + 76?,"['150', '152', '154', '228']",1,Easy,Auto-generated,Q_0981
General Knowledge,Quick Facts,Quick fact question 77: What is 77 + 77?,"['152', '154', '156', '231']",1,Easy,Auto-generated,Q_0982
General Knowledge,Quick Facts,Quick fact question 78: What is 78 + 78?,"['154', '156', '158', '234']",1,Easy,Auto-generated,Q_0983
General Knowledge,Quick Facts,Quick fact question 79: What is 79 + 79?,"['156', '158', '160', '237']",1,Easy,Auto-generated,Q_0984
General Knowledge,Quick Facts,Quick fact question 80: What is 80 + 80?,"['158', '160', '162', '240']",1,Easy,Auto-generated,Q_0985
General Knowledge,Quick Facts,Quick fact question 81: What is 81 + 81?,"['160', '162', '164', '243']",1,Easy,Auto-generated,Q_0986
General Knowledge,Quick Facts,Quick fact question 82: What is 82 + 82?,"['162', '164', '166', '246']",1,Easy,Auto-generated,Q_0987
General Knowledge,Quick Facts,Quick fact question 83: What is 83 + 83?,"['164', '166', '168', '249']",1,Easy,Auto-generated,Q_0988
General Knowledge,Quick Facts,Quick fact question 84: What is 84 + 84?,"['166', '168', '170', '252']",1,Easy,Auto-generated,Q_0989
General Knowledge,Quick Facts,Quick fact question 85: What is 85 + 85?,"['168', '170', '172', '255']",1,Easy,Auto-generated,Q_0990
General Knowledge,Quick Facts,Quick fact question 86: What is 86 + 86?,"['170', '172', '174', '258']",1,Easy,Auto-generated,Q_0991
General Knowledge,Quick Facts,Quick fact question 87: What is 87 + 87?,"['172', '174', '176', '261']",1,Easy,Auto-generated,Q_0992
General Knowledge,Quick Facts,Quick fact question 88: What is 88 + 88?,"['174', '176', '178', '264']",1,Easy,Auto-generated,Q_0993
General Knowledge,Quick Facts,Quick fact question 89: What is 89 + 89?,"['176', '178', '180', '267']",1,Easy,Auto-generated,Q_0994
General Knowledge,Quick Facts,Quick fact question 90: What is 90 + 90?,"['178', '180', '182', '270']",1,Easy,Auto-generated,Q_0995
General Knowledge,Quick Facts,Quick fact question 91: What is 91 + 91?,"['180', '182', '184', '273']",1,Easy,Auto-generated,Q_0996
General Knowledge,Quick Facts,Quick fact question 92: What is 92 + 92?,"['182', '184', '186', '276']",1,Easy,Auto-generated,Q_0997
General Knowledge,Quick Facts,Quick fact question 93: What is 93 + 93?,"['184', '186', '188', '279']",1,Easy,Auto-generated,Q_0998
General Knowledge,Quick Facts,Quick fact question 94: What is 94 + 94?,"['186', '188', '190', '282']",1,Easy,Auto-generated,Q_0999
General Knowledge,Quick Facts,Quick fact question 95: What is 95 + 95?,"['188', '190', '192', '285']",1,Easy,Auto-generated,Q_1000
